verse-number	original-word	translated-word	not-confirmed	translations	headword
6899	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6899	mout	très	?	très, beaucoup, fort, trop, longtemps, tout, plus	
6899	bien	bien	?	bien, bon, béni, bon choix, bienveillance, vrai	
6899	me	me	?	me, moi	
6899	puet	peut	?		
6899	fere	faire	?	faire, livrer, rendre	
6899	lait	laisse	?	laisse, tort, laid, horrible, lait	
6899	,				
6900	Encor	encore	?	encore, de même, en outre	
6900	ne	ne	?	ne, ni, ou, et, sans	
6900	l'aie				
6900	je	je	?	je, moi	
6900	forfet	fait de tort	?	fait de tort, forfait	
6900	,				
6901	Qu'il	qu'il	?	qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
6901	ne	ne	?	ne, ni, ou, et, sans	
6901	sevent	savent	?		
6901	dire	dire	?	dire, parler	
6901	porqoi				
6901	.				
6902	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6902	Brun	Brun	?		
6902	menja	mangea	?	mangea, mange	
6902	le	le	?	le, lui, la	
6902	miel	miel	?		
6902	Lanfroi	Lanfroi	?		
6903	Et	et	?	et, ni, Et	
6903	le	le	?	le, lui, la	
6903	vilain	paysan	?	paysan, vilain, vil, misérable, mal élevé	
6903	le	le	?	le, lui, la	
6903	desfia				
6903	,				
6904	Et	et	?	et, ni, Et	
6904	il	il	?	il, ils, lui	
6904	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6904	coi	quoi	?	quoi, calme, tranquille	
6904	ne	ne	?	ne, ni, ou, et, sans	
6904	s'en	s'en	?	s'en, si on	
6904	venja				
6904	?				
6905	Ja	jamais	?	jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
6905	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6905	il	il	?	il, ils, lui	
6905	granz	grands	?	grands, grand, grandes	
6905	mains	mains	?	mains, moins, reste	
6905	et	et	?	et, ni, Et	
6905	granz	grands	?	grands, grand, grandes	
6905	piez	pieds	?	pieds, pattes	
6905	,				
6906	Si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6906	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6906	grant	grand	?	grand, grande, gros, bon, toute	
6906	musel	museau	?		
6906	et	et	?	et, ni, Et	
6906	grant	grand	?	grand, grande, gros, bon, toute	
6906	giez				
6906	.				
6907	Et	et	?	et, ni, Et	
6907	mesire	messire	?		
6907	Tybert	Tibert	?		
6907	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6907	chaz	chat	?		
6908	Menja	mangea	?	mangea, mange	
6908	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6908	soriz	souris	?		
6908	et	et	?	et, ni, Et	
6908	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6908	raz	rat	?	rat, rats	
6908	;				
6909	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6909	l'en	l'on	?	l'on, l'en, lui en	
6909	l'i	l'y	?		
6909	prist	prit	?	prit, se met	
6909	et	et	?	et, ni, Et	
6909	il	il	?	il, ils, lui	
6909	ot	avait	?	avait, entend, a eu, a, il y a eu, eu, eut	
6909	honte	honte	?		
6909	,				
6910	Por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6910	le	le	?	le, lui, la	
6910	cuer	cœur	?	cœur, coeur, son courage	
6910	bieu	Dieu	?		
6910	,				
6910	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6910	moi	moi	?	moi, me	
6910	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6910	monte	monte	?	monte, vaut	
6910	?				
6911	D'Ysengrin	d'Ysengrin	?		
6911	ne	ne	?	ne, ni, ou, et, sans	
6911	sai	sais	?	sais, connais	
6911	je	je	?	je, moi	
6911	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6911	dire	dire	?	dire, parler	
6911	,				
6912	Qar	car	?	car, donc	
6912	il	il	?	il, ils, lui	
6912	n'a	n'a pas	?	n'a pas, ni à, n'y a, n'a, ou en	
6912	mie	pas	?	pas, point, miette, pas du tout, milieu, du tout, rien du tout, rien, très	
6912	tort	tort	?	tort, retourne, blâme, arrive	
6912	del	de le	?	de le, du, dans le, de	
6912	dire	dire	?	dire, parler	
6913	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6913	j'avoie	j'avais	?		
6913	sa	sa	?	sa, avec	
6913	fame	femme	?		
6913	amee	aimée	?		
6913	;				
6914	Et	et	?	et, ni, Et	
6914	puis	puis	?	puis, puits, depuis, peux, ainsi, ensuite, alors	
6914	qu'el	qu'elle	?	qu'elle, que dans le	
6914	ne	ne	?	ne, ni, ou, et, sans	
6914	s'en	s'en	?	s'en, si on	
6914	est	est	?	est, a	
6914	clamee	plainte	?		
6914	,				
6915	Sui	suis	?		
6915	ge	je	?		
6915	lechierres	débauché	?	débauché, gourmand	
6915	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6915	ma	ma	?		
6915	vie	vie	?	vie, chemin	
6915	?				
6916	Li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6916	fox	fou	?		
6916	jalous				
6916	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6916	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6916	envie	envie	?		
6916	!				
6917	Est	est	?	est, a	
6917	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6917	ce	ce	?	ce, ça, lui, cela, ceci, le, il	
6917	droiz	juste	?		
6917	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6917	l'en	l'on	?	l'on, l'en, lui en	
6917	me	me	?	me, moi	
6917	pende	pende	?		
6917	?				
6918	Nenil	non	?		
6918	,				
6918	sire	seigneur	?	seigneur, sire, Sire, Seigneur	
6918	,				
6918	Diex	Dieu	?		
6918	m'en	m'en	?		
6918	desfende	défende	?		
6918	!				
6919	Qar	car	?	car, donc	
6919	ce	ce	?	ce, ça, lui, cela, ceci, le, il	
6919	seroit	serait	?		
6919	desloiauté	déloyauté	?		
6919	;				
6920	Mout	très	?	très, beaucoup, fort, trop, longtemps, tout, plus	
6920	est	est	?	est, a	
6920	grant	grand	?	grand, grande, gros, bon, toute	
6920	vostre	votre	?		
6920	loiauté	loyauté	?		
6921	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6921	j'ai	j'ai	?		
6921	tot/tot_jors	toujours	?		
6921	jors/tot_jors	_EMPTY_	?		
6921	vers	vers	?	vers, envers, contre, vert	
6921	vos	vous	?	vous, vos, votre	
6921	seüe				
6921	;				
6922	M'a	m'a	?		
6922	l'ame	l'âme	?		
6922	del	de le	?	de le, du, dans le, de	
6922	cors	personne	?	personne, corps, course, cors, courant, relique	
6922	desfendue	interdite	?		
6922	.				
6923	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6923	foi	foi	?	foi, confiance, parole	
6923	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6923	doi	dois	?	dois, doigt	
6923	Dieu	Dieu	?		
6923	et	et	?	et, ni, Et	
6923	saint	saint	?		
6923	Jorge				
6923	,				
6924	J'ai	j'ai	?		
6924	toute	toute	?		
6924	chanue	blanche	?		
6924	la	la	?	la, là, là-bas, entendit, nos	
6924	gorge	gorge	?		
6924	,				
6925	Viex	vieux	?		
6925	sui	suis	?		
6925	,				
6925	si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6925	ne	ne	?	ne, ni, ou, et, sans	
6925	me	me	?	me, moi	
6925	puis	puis	?	puis, puits, depuis, peux, ainsi, ensuite, alors	
6925	aidier	aider	?	aider, mouvoir	
6925	,				
6926	Si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6926	n'ai	n'ai	?		
6926	mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6926	cure	soin	?	soin, cure, importe, que faire	
6926	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6926	plaidier	plaidoyer	?		
6926	.				
6927	Pechié	péché	?		
6927	fet	fait	?	fait, commis, faits, envoie	
6927	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6927	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6927	cort	cour	?	cour, court	
6927	me	me	?	me, moi	
6927	mande				
6927	;				
6928	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6928	puis	puis	?	puis, puits, depuis, peux, ainsi, ensuite, alors	
6928	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6928	mesire	messire	?		
6928	conmande	recommande	?	recommande, ordonne, commande	
6928	,				
6929	Si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6929	est	est	?	est, a	
6929	il	il	?	il, ils, lui	
6929	droiz	juste	?		
6929	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6929	ge	je	?		
6929	i	y	?	y, en, là	
6929	viengne	vienne	?		
6929	.				
6930	Or	maintenant	?	maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
6930	sui	suis	?		
6930	devant	devant	?	devant, avant, au devant	
6930	lui	lui	?	lui, elle, le, la, celui	
6930	,				
6930	si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6930	me	me	?	me, moi	
6930	tiengne	tienne	?		
6931	Et	et	?	et, ni, Et	
6931	si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6931	me	me	?	me, moi	
6931	face	fasse	?	fasse, face	
6931	ardoir	brûler	?		
6931	ou	où	?	où, ou, soit	
6931	pendre	pendre	?		
6931	,				
6932	Qar	car	?	car, donc	
6932	ne	ne	?	ne, ni, ou, et, sans	
6932	me	me	?	me, moi	
6932	puis	puis	?	puis, puits, depuis, peux, ainsi, ensuite, alors	
6932	vers	vers	?	vers, envers, contre, vert	
6932	lui	lui	?	lui, elle, le, la, celui	
6932	desfendre	défendre	?		
6932	:				
6933	Je	je	?	je, moi	
6933	ne	ne	?	ne, ni, ou, et, sans	
6933	sui	suis	?		
6933	pas	pas	?		
6933	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6933	grant	grand	?	grand, grande, gros, bon, toute	
6933	puissance	puissance	?		
6933	.				
6934	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6934	ce	ce	?	ce, ça, lui, cela, ceci, le, il	
6934	seroit	serait	?		
6934	povre	pauvre	?		
6934	venjance	vengeance	?		
6934	,				
6935	Si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6935	en	en	?	en, dans, sur, à, de, dans le, on, au	
6935	parleront				
6935	mainte	maintes	?	maintes, de nombreux	
6935	gent	gent	?	gent, joli, aimable, personnes	
6935	,				
6936	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6936	l'en	l'on	?	l'on, l'en, lui en	
6936	me	me	?	me, moi	
6936	pent	pend	?		
6936	sanz	sans	?		
6936	jugement	jugement	?		
6936	.				
6937	—				
6937	Renart	Renart	?		
6937	,				
6937	Renart	Renart	?		
6937	,				
6937	dist	dit	?	dit, a parlé, a dit, se dit	
6937	l'emperere				
6937	,				
6938	Dahez	malheur	?		
6938	ait	ait	?	ait, soit, a	
6938	l'ame	l'âme	?		
6938	vostre	votre	?		
6938	pere	père	?	père, parait, Pierre	
6939	Et	et	?	et, ni, Et	
6939	la	la	?	la, là, là-bas, entendit, nos	
6939	putain	putain	?	putain, pute	
6939	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6939	vos	vous	?	vous, vos, votre	
6939	porta	porta	?		
6940	Quant	quand	?	quand, comme, autant, lorsque	
6940	ele	elle	?		
6940	ne	ne	?	ne, ni, ou, et, sans	
6940	vos	vous	?	vous, vos, votre	
6940	avorta	avorta	?		
6940	!				
6941	Or	maintenant	?	maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
6941	me	me	?	me, moi	
6941	dites	dites	?		
6941	,				
6941	traïtre	traître	?		
6941	lerres	voleur	?	voleur, escroc, sale	
6941	,				
6942	Por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6942	qoi	quoi	?		
6942	estes	êtes	?	êtes, soyez	
6942	si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6942	bareterres				
6942	?				
6943	Bien	bien	?	bien, bon, béni, bon choix, bienveillance, vrai	
6943	savez	savez	?	savez, connaissez	
6943	parler	parler	?		
6943	et	et	?	et, ni, Et	
6943	plaidier	plaidoyer	?		
6943	,				
6944	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6944	ce	ce	?	ce, ça, lui, cela, ceci, le, il	
6944	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6944	chaut	importe	?	importe, chaud, s'occupe	
6944	?				
6944	Il	il	?	il, ils, lui	
6944	n'a	n'a pas	?	n'a pas, ni à, n'y a, n'a, ou en	
6944	mestier	besoin	?	besoin, métier, utile, façon, travail, utilité, nécessaire, corporation	
6944	.				
6945	N'en	n'en	?		
6945	partirez	partagerez	?		
6945	en	en	?	en, dans, sur, à, de, dans le, on, au	
6945	nule	aucune	?	aucune, quelconque, nulle	
6945	guise	manière	?	manière, guise, façon	
6946	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6946	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6946	vos	vous	?	vous, vos, votre	
6946	ne	ne	?	ne, ni, ou, et, sans	
6946	face	fasse	?	fasse, face	
6946	justise				
6946	;				
6947	N'i	n'y	?		
6947	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6947	mestier	besoin	?	besoin, métier, utile, façon, travail, utilité, nécessaire, corporation	
6947	chiere	visage	?	visage, chère	
6947	hardie				
6948	Ne	ne	?	ne, ni, ou, et, sans	
6948	n'i	n'y	?		
6948	vaut	vaut	?		
6948	vostre	votre	?		
6948	cohardie				
6948	.				
6949	Mout	très	?	très, beaucoup, fort, trop, longtemps, tout, plus	
6949	savez	savez	?	savez, connaissez	
6949	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6949	la	la	?	la, là, là-bas, entendit, nos	
6949	fauve	fable	?	fable, Fauve	
6949	anesse	ânerie	?	ânerie, ânesse	
6949	,				
6950	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6950	ja	jamais	?	jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
6950	n'avez	n'avez	?		
6950	vostre	votre	?		
6950	promesse				
6951	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6951	vos	vous	?	vous, vos, votre	
6951	ai	ai	?	ai, j'ai	
6951	orendroit	à l'instant	?		
6951	pramise	promis	?		
6951	.				
6952	Hui	aujourd'hui	?	aujourd'hui, cri	
6952	estes	êtes	?	êtes, soyez	
6952	venuz	venu	?	venu, arrivé, arrivés	
6952	au	au	?	au, dans, du, de, le	
6952	juïse	jugement	?	jugement, châtiment	
6953	Tel	tel	?	tel, tellement, quiconque, telle, cette	
6953	conme	comme	?		
6953	verront				
6953	mi	mes	?	mes, moi, me	
6953	barron				
6954	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6954	l'en	l'on	?	l'on, l'en, lui en	
6954	doit	doit	?	doit, doigt	
6954	fere	faire	?	faire, livrer, rendre	
6954	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6954	larron	larron	?		
6955	Et	et	?	et, ni, Et	
6955	con	que	?	que, comme, comment, car, avec, con, lorsque	
6955	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6955	felon	félon	?		
6955	traïtor	traite	?		
6955	;				
6956	N'en	n'en	?		
6956	partirez	partagerez	?		
6956	sanz	sans	?		
6956	mauvez	sale	?	sale, mauvais	
6956	tor	tour	?	tour, taureau	
6957	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6957	ne	ne	?	ne, ni, ou, et, sans	
6957	vos	vous	?	vous, vos, votre	
6957	pouez	pouvez	?		
6957	escondire	justifier	?	justifier, excuser, refuser	
6958	De	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6958	quant	quand	?	quand, comme, autant, lorsque	
6958	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6958	l'en	l'on	?	l'on, l'en, lui en	
6958	vos	vous	?	vous, vos, votre	
6958	savra	saura	?		
6958	dire	dire	?	dire, parler	
6958	.				
6959	—				
6959	Sire	seigneur	?	seigneur, sire, Sire, Seigneur	
6959	,				
6959	dist	dit	?	dit, a parlé, a dit, se dit	
6959	Grimbert	Grimbert	?		
6959	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6959	tessons	blaireau	?		
6959	,				
6960	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6960	nos	nous	?	nous, nos	
6960	vers	vers	?	vers, envers, contre, vert	
6960	vos	vous	?	vous, vos, votre	
6960	nos	nous	?	nous, nos	
6960	abessons				
6961	Por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6961	droit	droit	?	droit, raison, justice, directement	
6961	fere	faire	?	faire, livrer, rendre	
6961	et	et	?	et, ni, Et	
6961	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6961	afaitier				
6961	,				
6962	Ne	ne	?	ne, ni, ou, et, sans	
6962	devez	devez	?		
6962	pas	pas	?		
6962	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6962	ce	ce	?	ce, ça, lui, cela, ceci, le, il	
6962	traitier				
6963	Vostre	votre	?		
6963	baron	baron	?	baron, grand	
6963	vilainement				
6963	,				
6964	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6964	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6964	loi	loi	?	loi, lai	
6964	et	et	?	et, ni, Et	
6964	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6964	jugement	jugement	?		
6964	.				
6965	Entendez	écoutez	?		
6965	ça	ici	?	ici, là, ça	
6965	,				
6965	ne	ne	?	ne, ni, ou, et, sans	
6965	vos	vous	?	vous, vos, votre	
6965	anuit	cette nuit	?	cette nuit, ennuit	
6965	:				
6966	Renart	Renart	?		
6966	est	est	?	est, a	
6966	venuz	venu	?	venu, arrivé, arrivés	
6966	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6966	conduit	motet	?		
6966	,				
6967	S'est	s'est	?	s'est, devient	
6967	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6967	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6967	lui	lui	?	lui, elle, le, la, celui	
6967	face	fasse	?	fasse, face	
6967	clamor	plainte	?		
6967	,				
6968	Vos	vous	?	vous, vos, votre	
6968	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6968	otroiez	acceptez	?		
6968	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6968	amor	attention	?	attention, amour	
6969	A	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6969	respondre	répondre	?		
6969	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6969	jugement	jugement	?		
6970	En	en	?	en, dans, sur, à, de, dans le, on, au	
6970	vostre	votre	?		
6970	cort	cour	?	cour, court	
6970	voiant	voyant	?		
6970	la	la	?	la, là, là-bas, entendit, nos	
6970	gent	gent	?	gent, joli, aimable, personnes	
6970	.				
6970	»				
6971	Ainz	avant	?	avant, plutôt, au contraire, mais, en fait	
6971	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6971	Grimbert	Grimbert	?		
6971	eüst	aurait	?		
6971	finee				
6972	Sa	sa	?	sa, avec	
6972	reson	raison	?	raison, langue, récits	
6972	ne	ne	?	ne, ni, ou, et, sans	
6972	bien	bien	?	bien, bon, béni, bon choix, bienveillance, vrai	
6972	terminee				
6972	,				
6973	Se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6973	dreça				
6973	en/en_piez	sur ses pattes	?		
6973	piez/en_piez	_EMPTY_	?		
6973	Ysengrin	Ysengrin	?		
6974	Et	et	?	et, ni, Et	
6974	le	le	?	le, lui, la	
6974	mouton	mouton	?		
6974	sire	seigneur	?	seigneur, sire, Sire, Seigneur	
6974	Belin	Belin	?		
6974	,				
6975	Tybert	Tibert	?		
6975	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6975	chaz	chat	?		
6975	et	et	?	et, ni, Et	
6975	Rooniax	Roonel	?		
6976	Et	et	?	et, ni, Et	
6976	dant	seigneur	?		
6976	Tiecelin	Tiécelin	?		
6976	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
